networks,1,2,3
Visual,1.11248308827713,1.14205568856577,1.08088448444365
Somatomotor,1.15742861012975,1.21552502441099,1.13492435198829
Dorsal Attention,1.09159942030162,1.19732388483105,0.9988510273528
Ventral Attention,1.12354843382477,1.30024357881178,0.999946470452836
Default,1.21643531634472,1.10655950560244,1.24788538806785
Frontoparietal,1.17153094885748,1.18844628441005,1.07576975539168
Limbic,1.30260192631615,1.24347718007128,1.29477992201848
