networks,1,2
Visual,1.08655052318974,1.1399636530146
Somatomotor,1.13429988269861,1.20759258808763
Dorsal Attention,1.01879239786636,1.18236880544245
Ventral Attention,1.02273232587187,1.27339173446004
Default,1.2437595829424,1.13098804865246
Frontoparietal,1.10560333128184,1.19134356910797
Limbic,1.29903979149536,1.25985790431202
