,2,3,4,5,6,7,8,9,10
0,1.0,1.0,2.0,3.0,2.0,5.0,7.0,6.0,8.0
1,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0
2,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0
3,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0
4,1.0,1.0,2.0,3.0,2.0,5.0,2.0,8.0,6.0
5,1.0,1.0,2.0,3.0,2.0,5.0,7.0,8.0,6.0
6,1.0,1.0,3.0,3.0,2.0,5.0,7.0,8.0,6.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,1.0,5.0,2.0,3.0,2.0,2.0
9,1.0,1.0,2.0,3.0,2.0,5.0,7.0,8.0,6.0
10,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0
11,1.0,1.0,3.0,4.0,2.0,5.0,7.0,6.0,8.0
12,1.0,1.0,2.0,3.0,2.0,5.0,7.0,6.0,8.0
13,1.0,1.0,2.0,3.0,2.0,5.0,7.0,6.0,8.0
14,1.0,1.0,2.0,3.0,2.0,5.0,7.0,6.0,8.0
15,1.0,1.0,2.0,3.0,2.0,5.0,7.0,6.0,8.0
16,0.0,0.0,0.0,0.0,0.0,6.0,5.0,7.0,7.0
17,0.0,0.0,0.0,1.0,5.0,2.0,3.0,2.0,2.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,1.0,5.0,2.0,3.0,2.0,2.0
21,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
22,0.0,2.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0
23,1.0,1.0,2.0,3.0,3.0,1.0,6.0,8.0,6.0
24,1.0,1.0,2.0,3.0,3.0,1.0,6.0,8.0,6.0
25,1.0,1.0,2.0,3.0,2.0,5.0,7.0,8.0,6.0
26,1.0,1.0,2.0,3.0,2.0,5.0,7.0,8.0,6.0
27,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0
28,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0
29,1.0,1.0,2.0,3.0,2.0,5.0,7.0,6.0,8.0
30,1.0,1.0,2.0,3.0,2.0,5.0,7.0,6.0,8.0
31,1.0,1.0,2.0,3.0,2.0,5.0,7.0,6.0,8.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,6.0,5.0,7.0,7.0
34,0.0,1.0,0.0,1.0,5.0,2.0,3.0,2.0,2.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,1.0,5.0,2.0,3.0,2.0,2.0
37,0.0,0.0,0.0,1.0,5.0,2.0,3.0,2.0,2.0
38,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,1.0,5.0,2.0,3.0,2.0,2.0
40,1.0,1.0,2.0,3.0,3.0,1.0,6.0,5.0,1.0
41,1.0,1.0,2.0,3.0,3.0,1.0,6.0,8.0,6.0
42,1.0,1.0,2.0,3.0,3.0,1.0,6.0,5.0,1.0
43,1.0,1.0,2.0,3.0,2.0,5.0,7.0,8.0,6.0
44,1.0,1.0,2.0,3.0,2.0,5.0,7.0,8.0,6.0
45,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0
46,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0
47,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0
48,1.0,1.0,2.0,3.0,2.0,5.0,7.0,6.0,8.0
49,1.0,1.0,2.0,3.0,2.0,5.0,7.0,6.0,8.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,1.0,5.0,2.0,3.0,2.0,2.0
52,1.0,1.0,2.0,3.0,2.0,5.0,7.0,6.0,8.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,1.0,5.0,2.0,3.0,2.0,2.0
56,0.0,0.0,0.0,1.0,5.0,2.0,3.0,2.0,2.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,1.0,5.0,2.0,3.0,2.0,2.0
60,1.0,1.0,2.0,3.0,2.0,5.0,2.0,3.0,9.0
61,1.0,1.0,2.0,3.0,3.0,1.0,6.0,5.0,1.0
62,1.0,1.0,2.0,3.0,2.0,5.0,2.0,3.0,9.0
63,1.0,1.0,2.0,3.0,3.0,1.0,6.0,5.0,1.0
64,1.0,1.0,2.0,3.0,3.0,1.0,6.0,8.0,6.0
65,1.0,1.0,3.0,3.0,2.0,5.0,2.0,8.0,6.0
66,1.0,1.0,2.0,3.0,2.0,5.0,7.0,8.0,6.0
67,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0
68,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0
69,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0
70,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0
71,1.0,2.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0
72,1.0,1.0,3.0,4.0,2.0,5.0,7.0,6.0,8.0
73,1.0,2.0,3.0,4.0,2.0,4.0,4.0,6.0,8.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,1.0,5.0,2.0,3.0,2.0,2.0
76,1.0,1.0,2.0,3.0,2.0,5.0,7.0,6.0,8.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,1.0,5.0,2.0,3.0,2.0,2.0
