networks,1,2
Visual,2.06098120783134,3.22931707020162
Somatomotor,1.4714017255547,1.73055005423762
Dorsal Attention,1.39110775104441,2.11797280534025
Ventral Attention,1.53985261584538,1.39817977101347
Default,2.17990727985481,1.82612566568022
Frontoparietal,1.59029650606451,1.54692638933717
Limbic,4.20154370989386,3.75132299071216
